,Project,Url,Number of watchers,Number of forks,Number of issues,Number of pull requests,Number of commits,Fork urls
0,Environment for DeveLoping KDD-Applications Supported by Index-Structures (ELKI),,,,,,,[]
1,FrontlineSMS,https://github.com/frontlinesms/frontlinesms2,46.0,58.0,,4.0,8971.0,"['https://github.com/frontlinesms/frontlinesms2', 'https://github.com/007yam/frontlinesms2', 'https://github.com/Afriko/frontlinesms2', 'https://github.com/alxndrsn/frontlinesms2', 'https://github.com/armonge/frontlinesms2', 'https://github.com/AThammanoon/frontlinesms2', 'https://github.com/awinski/frontlinesms2', 'https://github.com/baymax84/frontlinesms2', 'https://github.com/benrudolph/frontlinesms2', 'https://github.com/bernardndegwa/frontlinesms2', 'https://github.com/BINOmpho/frontlinesms2', 'https://github.com/bltb/frontlinesms2', 'https://github.com/Browse-holdings/frontlinesms2', 'https://github.com/chengjingfeng/frontlinesms2', 'https://github.com/CherifSy/frontlinesms2', 'https://github.com/Chrisanjui/frontlinesms2', 'https://github.com/danood/frontlinesms2', 'https://github.com/dewanto/frontlinesms2', 'https://github.com/dove-quanta/frontlinesms2', 'https://github.com/fmigone/frontlinesms2', 'https://github.com/galonsky/frontlinesms2', 'https://github.com/gaolino1/frontlinesms2', 'https://github.com/globalepub/frontlinesms2', 'https://github.com/hamzazou/frontlinesms2', 'https://github.com/Heartyharts/frontlinesms2', 'https://github.com/I85YL64/frontlinesms2', 'https://github.com/imclab/frontlinesms2', 'https://github.com/izogain/frontlinesms2', 'https://github.com/javierwilson/frontlinesms2', 'https://github.com/jaynandu/frontlinesms2', 'https://github.com/JerJohn15/frontlinesms2', 'https://github.com/jmwenda/frontlinesms2', 'https://github.com/junioressono/frontlinesms2', 'https://github.com/kayesh/frontlinesms2', 'https://github.com/kaytouch/frontlinesms2', 'https://github.com/kiokomw/frontlinesms2', 'https://github.com/luhhsnunes/frontlinesms2', 'https://github.com/masindeandrew/frontlinesms2', 'https://github.com/Mbaush/frontlinesms2', 'https://github.com/mydos/frontlinesms2', 'https://github.com/NuttasitBoonwat/frontlinesms2', 'https://github.com/oumo/frontlinesms2', 'https://github.com/phamthaithinh/frontlinesms2', 'https://github.com/PullGoling/frontlinesms2', 'https://github.com/quananhpham/frontlinesms2', 'https://github.com/rhiannone74/frontlinesms2', 'https://github.com/safino9/frontlinesms2', 'https://github.com/saidimu/frontlinesms2', 'https://github.com/saiful86/frontlinesms2', 'https://github.com/samekmarcel/frontlinesms2', 'https://github.com/sela27/frontlinesms2', 'https://github.com/Spamala1/frontlinesms2', 'https://github.com/starwalkerz/frontlinesms2', 'https://github.com/Thapelo-Tsotetsi/frontlinesms2', 'https://github.com/trendspotter/frontlinesms2', 'https://github.com/UrbanMaasai/frontlinesms2', 'https://github.com/Yulgana33/frontlinesms2']"
2,Konstanz Information Miner (KNIME),https://github.com/acas-zz/bioknime,2.0,0.0,,,,[]
3,OpenNN,https://github.com/Artelnics/opennn,109.0,287.0,1.0,,,[]
4,Orange (software),https://github.com/Dzidzileyla/Rough-set,,7.0,,,,[]
5,RapidMiner,https://github.com/rapidminer/rapidminer-studio,56.0,202.0,8.0,,,[]
6,Scriptella ETL,https://github.com/scriptella/scriptella-etl,17.0,37.0,18.0,3.0,719.0,"['https://github.com/scriptella/scriptella-etl', 'https://github.com/280455936/scriptella-etl', 'https://github.com/abg-dev/scriptella-etl', 'https://github.com/adrianobr/scriptella-etl', 'https://github.com/bhuesemann/scriptella-etl', 'https://github.com/CalosChen/scriptella-etl', 'https://github.com/dfparker2002/scriptella-etl', 'https://github.com/genghuiluo/scriptella-etl', 'https://github.com/gimmesomethinggood/scriptella-etl', 'https://github.com/giovanni3009/scriptella-etl', 'https://github.com/GuoHuiChen/scriptella-etl', 'https://github.com/haohan007008/scriptella-etl', 'https://github.com/hhulql/scriptella-etl', 'https://github.com/huangjc0715/scriptella-etl', 'https://github.com/ivankovalenko/scriptella-etl', 'https://github.com/jaiiye/scriptella-etl', 'https://github.com/javalibrary/scriptella-etl', 'https://github.com/Judilson/scriptella-etl', 'https://github.com/kongdw/scriptella-etl', 'https://github.com/leeroles/scriptella-etl', 'https://github.com/lstefek/scriptella-etl', 'https://github.com/mfyuce/scriptella-etl', 'https://github.com/mrdanpsmith/scriptella-etl', 'https://github.com/orangejz/scriptella-etl', 'https://github.com/winter-projects/scriptella-etl', 'https://github.com/peysal/scriptella-etl', 'https://github.com/puzzle-it/scriptella-etl', 'https://github.com/reddiant/scriptella-etl', 'https://github.com/sapisuper/scriptella-etl', 'https://github.com/seanking/scriptella-etl', 'https://github.com/SerPenTeHoK/scriptella-etl', 'https://github.com/simonhjsong/scriptella-etl', 'https://github.com/skofra0/scriptella-etl', 'https://github.com/songyi10011001/scriptella-etl', 'https://github.com/uoa-group-applications/scriptella-etl', 'https://github.com/xiashuijun/scriptella-etl', 'https://github.com/yildizib/scriptella-etl', 'https://github.com/ztoh/scriptella-etl']"
